0,71.208,"1 Take-Take a tomato"
74.325,139.666,"3 Preparation Error, ErrorDescription"
146.66,159.53300000000002,"2 Cut-Cut tomato into two pieces"
163.211,200.855,"5 crack-crack one egg in a bowl"
212.583,228.605,"4 add-add the chopped cilantro to the bowl"
265.347,296.39,"6 add-1/2 tsp ground black pepper to the bowl"
311.688,371.317,"7 Beat-Beat the contents of the bowl"
375.5,444.541,"8 Heat-Heat 1 tbsp oil in a small non-stick frying pan"
447.75,792.031,"9 cook-cook the tomatoes cut-side down until they start to soften and colour"
794.993,801.095,"10 Scoop-Scoop the tomatoes from the pan"
794.993,801.095,"11 put-put tomatoes on a serving plate"
842.333,856.351,"12 Pour-Pour the egg mixture into the pan"
860.446,967.43,"13 Technique Error, ErrorDescription"
973.23,994.75,"14 Stop-Stop stirring when it's nearly cooked to allow it to set into an omelette"
994.75,1005.069,"15 Transfer-Transfer omelette to the plate and serve with the tomatoes"
