"What skills do we require from ""[Taking, Removing, Scooping, Lifting, Gathering, Choosing]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe ""Peel 2 medium potatoes, Slice 2 peeled medium potatoes, Coat a 9-in. microwave-safe plate with cooking spray, Arrange potato and onion slices on plate; sprinkle with seasonings, Cover and microwave on high for 9-10 minutes or until potatoes are tender, Add cheese in the last 30 seconds of cooking,"" you will need to have the following skills:

- Taking: You will need to take out the potatoes, cooking spray, and seasonings from your pantry or fridge.
- Removing: You will need to remove the skin from the potatoes by peeling them.
- Scooping: You may need to scoop the cooking spray onto the plate using a spoon or measuring spoon.
- Lifting: You will need to lift the potatoes, onion slices, and seasonings and place them onto the plate.
- Gathering: You will need to gather all the necessary ingredients and tools, such as a peeler, knife, microwave-safe plate, and measuring spoons.
- Choosing: You will need to choose the seasonings that you want to use for the recipe.

It may also be helpful to have basic kitchen skills, such as knowing how to use a microwave, how to slice vegetables using a knife, and how to measure ingredients using measuring spoons.",TRUE
"What skills do we require from ""[Putting, Inserting, Throwing, Hanging, Dropping, Serving]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe for microwaved potatoes with cheese, you will need the following skills:

1. Putting: You will need to put the potato and onion slices on the plate and arrange them in an even layer.

2. Inserting: You will need to insert a knife into the potatoes to peel and slice them.

3. Throwing: You may need to throw away the potato peelings after peeling the potatoes.

4. Hanging: You may need to hang on to the handle of the knife while slicing the potatoes to keep it steady.

5. Dropping: You will need to drop the sliced potatoes and onion onto the plate.

6. Serving: Once the potatoes are cooked, you will need to serve them on a plate or in bowls.",TRUE
"What skills do we require from ""[Washing, Drying, Scraping, Scrubbing, Rubbing, Soaking, Brushing]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe ""Peel 2 medium potatoes, Slice 2 peeled medium potatoes, Coat a 9-in. microwave-safe plate with cooking spray, Arrange potato and onion slices on plate; sprinkle with seasonings, Cover and microwave on high for 9-10 minutes or until potatoes are tender, Add cheese in the last 30 seconds of cooking,"" the following skills would be helpful:

1. Washing: You will need to wash the potatoes before peeling them to remove any dirt or debris.

2. Drying: After washing the potatoes, it is important to dry them thoroughly to ensure that they do not become slippery when you are peeling them.

3. Scraping: You will need to use a vegetable peeler or a paring knife to scrape the skin off of the potatoes.

4. Scrubbing: If the potatoes are particularly dirty, you may need to scrub them with a vegetable brush before peeling them.

5. Rubbing: After peeling the potatoes, you will need to use a paper towel or a cloth to rub off any remaining bits of skin or dirt.

6. Soaking: If the potatoes are particularly starchy, you may want to soak them in cold water for a few minutes before slicing them. This can help to remove some of the excess starch and make the slices more uniform.

7. Brushing: You will need to use a cooking spray or a brush to coat the microwave-safe plate with a thin layer of oil before arranging the potato and onion slices on it.",TRUE
"What skills do we require from ""[Opening, Unrolling, Unscrewing, Uncovering, Unwrapping, Switching, Unlocking]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe for ""Peel 2 medium potatoes, Slice 2 peeled medium potatoes, Coat a 9-in. microwave-safe plate with cooking spray, Arrange potato and onion slices on plate; sprinkle with seasonings, Cover and microwave on high for 9-10 minutes or until potatoes are tender, Add cheese in the last 30 seconds of cooking,"" you will need the following skills:

1. Opening: You will need to be able to open any packaging that the potatoes and onions come in.

2. Unrolling: If you are using cooking spray that comes in a can with a plastic cap, you will need to be able to unroll the plastic cap.

3. Unscrewing: If you are using a microwave-safe plate with a lid that needs to be removed, you will need to be able to unscrew it.

4. Uncovering: If you are using a microwave-safe plate with a lid that needs to be removed, you will need to be able to uncover the plate.

5. Unwrapping: If you are using cheese that comes in plastic wrap, you will need to be able to unwrap it.

6. Switching: You will need to be able to switch the microwave on and set it to the desired cooking time.

7. Unlocking: If your microwave has a lock feature, you will need to be able to unlock it before starting the cooking process.

In addition to these skills, you will also need basic cooking skills such as peeling, slicing, and seasoning food, as well as the ability to follow recipe instructions and use kitchen equipment such as a microwave and a knife.",TRUE
"What skills do we require from ""[Closing, Wrapping, Rolling, Locking]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe, you will need the following skills:

1. Closing: You will need to close the microwave door after placing the plate with the potato and onion slices inside.

2. Wrapping: You will need to wrap the potatoes in plastic wrap before peeling them, as this will make it easier to remove the skin.

3. Rolling: You may find it helpful to use a rolling pin to flatten the potato slices before arranging them on the plate.

4. Locking: You will need to lock the microwave door to start the cooking process.

In addition to these skills, you will also need basic kitchen skills such as measuring and mixing ingredients, using a knife to slice the potatoes and onions, and using a microwave.",TRUE
"What skills do we require from ""[Pouring, Mixing, Filling, Adding, Attaching, Coating]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe you will need the following skills:

1. Pouring: You will need to be able to pour cooking spray onto the microwave-safe plate.

2. Mixing: You will need to be able to mix the potato and onion slices together on the plate.

3. Filling: You will need to be able to fill the plate with the potato and onion slices.

4. Adding: You will need to be able to add seasonings to the potato and onion slices.

5. Attaching: You will need to be able to attach a cover to the microwave-safe plate.

6. Coating: You will need to be able to coat the potato and onion slices with cooking spray.

Additionally, you will need to be able to follow instructions and measure ingredients accurately. You will also need basic kitchen skills such as the ability to use a microwave, peel and slice potatoes, and handle and use kitchen utensils safely.",TRUE
"What skills do we require from ""[Cutting, Peeling, Emptying, Breaking, Filtering, Ripping, Crushing, Dividing, Grating, Stabbing]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe listed, you will need to have the following skills:

1. Cutting: You will need to be able to slice the potatoes into thin slices using a sharp knife.

2. Peeling: You will need to be able to peel the skin off of the potatoes using a vegetable peeler or a paring knife.

3. Emptying: You will need to be able to empty the contents of the cooking spray can onto the plate.

4. Breaking: You may need to break the cheese into small pieces if it is not already grated.

5. Filtering: You may need to filter the cooking spray through a strainer if it becomes clogged.

6. Ripping: You may need to rip the seasonings package open if it is not already open.

7. Crushing: You may need to crush the seasonings with a mortar and pestle or use pre-crushed seasonings.

8. Dividing: You will need to divide the potato and onion slices evenly on the plate.

9. Grating: You may need to grate the cheese using a grater if it is not already grated.

10. Stabbing: You may need to use a fork to poke the potatoes to test if they are tender.",TRUE
"What skills do we require from ""[Shaking, Squeezing, Pressing, Flipping, Turning, Pulling, Holding, Cooking, Stretching, Kneading, Setting, Sharpening, Watering, Wearing, Forming, Using, Screwing, Flattening, Finishing, Preparing, Baking, Marking, Bending]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe for microwaved potatoes with cheese, you will need the following skills:

- Peeling: You will need to use a peeler or a knife to remove the skin from the potatoes.

- Slicing: You will need to use a sharp knife to slice the peeled potatoes into thin slices.

- Cooking spray application: You will need to use a cooking spray to coat the microwave-safe plate.

- Arranging: You will need to arrange the potato and onion slices on the plate in an organized manner.

- Sprinkling: You will need to use a spoon or your hand to sprinkle the seasonings over the potatoes and onions.

- Covering: You will need to use a lid or plastic wrap to cover the plate.

- Microwaving: You will need to use a microwave to cook the potatoes and onions.

- Adding: You will need to use a spoon or your hand to add the cheese in the last 30 seconds of cooking.

- Tenderness testing: You will need to use a fork to test the tenderness of the potatoes to determine when they are cooked to your desired level of tenderness.",TRUE
"What skills do we require from ""[Moving, Transitioning, Carrying]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe for microwaved potatoes with cheese, you will need the following skills:

1. Moving: You will need to move the potatoes, onion slices, and cheese to the microwave-safe plate. You will also need to move the plate to the microwave and remove it from the microwave once the cooking is complete.

2. Transitioning: You will need to transition the potatoes from their raw state to a peeled and sliced state. You will also need to transition the cheese from a block or bag to a shredded or sliced state.

3. Carrying: You will need to carry the ingredients and the microwave-safe plate to the microwave and back.

You will also need basic knife skills to peel and slice the potatoes, as well as the ability to follow instructions and measure out the seasonings and cheese. You will also need to be able to use a microwave to cook the potatoes. ",TRUE
"What skills do we require from ""[Adjusting, Checking, Looking, Searching, Measuring, Increasing, Waiting, Lowering, Unfreezing]"" to perform this recipe ""Peel 2 medium potatoes
Slice 2 peeled medium potatoes
Coat a 9-in. microwave-safe plate with cooking spray
Arrange potato and onion slices on plate; sprinkle with seasonings
Cover and microwave on high for 9-10 minutes or until potatoes are tender
Add cheese in the last 30 seconds of cooking""?","To perform the recipe, you will need the following skills:

Adjusting: You may need to adjust the cooking time based on the size and type of potatoes you are using, as well as the power of your microwave.

Checking: You will need to check the potatoes frequently during cooking to ensure they are cooking evenly and to determine when they are tender.

Looking: You will need to look at the potatoes and onions to ensure they are arranged evenly on the plate and that they are coated with the seasonings.

Searching: You may need to search for ingredients, such as cooking spray and seasonings, if you do not have them on hand.

Measuring: You will need to measure out the ingredients, such as the potatoes and seasonings, to ensure you are using the correct amounts.

Increasing: You may need to increase the cooking time if the potatoes are not yet tender after the recommended 9-10 minutes.

Waiting: You will need to wait for the potatoes to cook in the microwave, as well as wait for them to cool before handling or serving.

Lowering: You may need to lower the power of your microwave if the potatoes are cooking too quickly or if they are becoming overcooked.

Unfreezing: If you are using frozen potatoes, you may need to unfreeze them before slicing and cooking.
",TRUE
