"What skills do we require from ""[Taking, Removing, Scooping, Lifting, Gathering, Choosing]"" to perform this ""Peel 2 medium potatoes""?","To peel 2 medium potatoes, you will need the following skills:

1. Taking: You will need to be able to grasp and pick up the potatoes using your hands or a utensil.

2. Removing: You will need to be able to remove the skin or peel from the potato using a peeler or a knife.

3. Scooping: You may need to use a spoon or a small scoop to remove any blemishes or imperfections from the potatoes.

4. Lifting: You may need to lift the potatoes to a cutting board or other surface for peeling.

5. Gathering: You will need to gather the necessary tools and materials, such as a peeler or knife, a cutting board, and a bowl or sink to wash the potatoes.

6. Choosing: You will need to choose the appropriate potatoes for your recipe. This may involve selecting potatoes that are the right size, shape, and quality for your needs.
",TRUE
"What skills do we require from ""[Taking, Removing, Scooping, Lifting, Gathering, Choosing]"" to perform this ""Slice 2 peeled medium potatoes""?",,FALSE
"What skills do we require from ""[Taking, Removing, Scooping, Lifting, Gathering, Choosing]"" to perform this ""Coat a 9-in. microwave-safe plate with cooking spray""?",,FALSE
"What skills do we require from ""[Taking, Removing, Scooping, Lifting, Gathering, Choosing]"" to perform this ""Arrange potato and onion slices on plate; sprinkle with seasonings""?",,FALSE
"What skills do we require from ""[Taking, Removing, Scooping, Lifting, Gathering, Choosing]"" to perform this ""Cover and microwave on high for 9-10 minutes or until potatoes are tender""?",,FALSE
"What skills do we require from ""[Taking, Removing, Scooping, Lifting, Gathering, Choosing]"" to perform this ""Add cheese in the last 30 seconds of cooking""?",,FALSE
"What skills do we require from ""[Putting, Inserting, Throwing, Hanging, Dropping, Serving]"" to perform this ""Peel 2 medium potatoes""?",,FALSE
"What skills do we require from ""[Putting, Inserting, Throwing, Hanging, Dropping, Serving]"" to perform this ""Slice 2 peeled medium potatoes""?",,FALSE
"What skills do we require from ""[Putting, Inserting, Throwing, Hanging, Dropping, Serving]"" to perform this ""Coat a 9-in. microwave-safe plate with cooking spray""?",,FALSE
"What skills do we require from ""[Putting, Inserting, Throwing, Hanging, Dropping, Serving]"" to perform this ""Arrange potato and onion slices on plate; sprinkle with seasonings""?",,FALSE
"What skills do we require from ""[Putting, Inserting, Throwing, Hanging, Dropping, Serving]"" to perform this ""Cover and microwave on high for 9-10 minutes or until potatoes are tender""?",,FALSE
"What skills do we require from ""[Putting, Inserting, Throwing, Hanging, Dropping, Serving]"" to perform this ""Add cheese in the last 30 seconds of cooking""?",,FALSE
"What skills do we require from ""[Washing, Drying, Scraping, Scrubbing, Rubbing, Soaking, Brushing]"" to perform this ""Peel 2 medium potatoes""?",,FALSE
"What skills do we require from ""[Washing, Drying, Scraping, Scrubbing, Rubbing, Soaking, Brushing]"" to perform this ""Slice 2 peeled medium potatoes""?",,FALSE
"What skills do we require from ""[Washing, Drying, Scraping, Scrubbing, Rubbing, Soaking, Brushing]"" to perform this ""Coat a 9-in. microwave-safe plate with cooking spray""?",,FALSE
"What skills do we require from ""[Washing, Drying, Scraping, Scrubbing, Rubbing, Soaking, Brushing]"" to perform this ""Arrange potato and onion slices on plate; sprinkle with seasonings""?",,FALSE
"What skills do we require from ""[Washing, Drying, Scraping, Scrubbing, Rubbing, Soaking, Brushing]"" to perform this ""Cover and microwave on high for 9-10 minutes or until potatoes are tender""?",,FALSE
"What skills do we require from ""[Washing, Drying, Scraping, Scrubbing, Rubbing, Soaking, Brushing]"" to perform this ""Add cheese in the last 30 seconds of cooking""?",,FALSE
"What skills do we require from ""[Opening, Unrolling, Unscrewing, Uncovering, Unwrapping, Switching, Unlocking]"" to perform this ""Peel 2 medium potatoes""?",,FALSE
"What skills do we require from ""[Opening, Unrolling, Unscrewing, Uncovering, Unwrapping, Switching, Unlocking]"" to perform this ""Slice 2 peeled medium potatoes""?",,FALSE
"What skills do we require from ""[Opening, Unrolling, Unscrewing, Uncovering, Unwrapping, Switching, Unlocking]"" to perform this ""Coat a 9-in. microwave-safe plate with cooking spray""?",,FALSE
"What skills do we require from ""[Opening, Unrolling, Unscrewing, Uncovering, Unwrapping, Switching, Unlocking]"" to perform this ""Arrange potato and onion slices on plate; sprinkle with seasonings""?",,FALSE
"What skills do we require from ""[Opening, Unrolling, Unscrewing, Uncovering, Unwrapping, Switching, Unlocking]"" to perform this ""Cover and microwave on high for 9-10 minutes or until potatoes are tender""?",,FALSE
"What skills do we require from ""[Opening, Unrolling, Unscrewing, Uncovering, Unwrapping, Switching, Unlocking]"" to perform this ""Add cheese in the last 30 seconds of cooking""?",,FALSE
"What skills do we require from ""[Closing, Wrapping, Rolling, Locking]"" to perform this ""Peel 2 medium potatoes""?",,FALSE
"What skills do we require from ""[Closing, Wrapping, Rolling, Locking]"" to perform this ""Slice 2 peeled medium potatoes""?",,FALSE
"What skills do we require from ""[Closing, Wrapping, Rolling, Locking]"" to perform this ""Coat a 9-in. microwave-safe plate with cooking spray""?",,FALSE
"What skills do we require from ""[Closing, Wrapping, Rolling, Locking]"" to perform this ""Arrange potato and onion slices on plate; sprinkle with seasonings""?",,FALSE
"What skills do we require from ""[Closing, Wrapping, Rolling, Locking]"" to perform this ""Cover and microwave on high for 9-10 minutes or until potatoes are tender""?",,FALSE
"What skills do we require from ""[Closing, Wrapping, Rolling, Locking]"" to perform this ""Add cheese in the last 30 seconds of cooking""?",,FALSE
"What skills do we require from ""[Pouring, Mixing, Filling, Adding, Attaching, Coating]"" to perform this ""Peel 2 medium potatoes""?",,FALSE
"What skills do we require from ""[Pouring, Mixing, Filling, Adding, Attaching, Coating]"" to perform this ""Slice 2 peeled medium potatoes""?",,FALSE
"What skills do we require from ""[Pouring, Mixing, Filling, Adding, Attaching, Coating]"" to perform this ""Coat a 9-in. microwave-safe plate with cooking spray""?",,FALSE
