6.218,79.056,[' (StepDescription: Chop-Chop 1 green chilli)']
84.047,263.262,[' (StepDescription: Chop-Chop 1 tsp cilantro)']
274.20799999999997,430.777,[' (StepDescription: Peel-Peel 2 garlic cloves)']
442.375,563.471,[' (StepDescription: Chop-Chop 1/4 medium onion)']
570.864,733.22,[' (StepDescription: Chop-Chop 1/4 tomato)']
749.629,805.0360000000001,[' (StepDescription: Crack-Crack one egg in the bowl)']
835.521,880.463,[' (StepDescription: add-add  1 tbsp milk to the bowl)']
894.602,1066.544,[' (StepDescription: Mince-Mince peeled garlic cloves)']
1105.199,1174.286,[' (StepDescription: add-add 1/3 tsp salt to the bowl)']
1190.216,1243.01,[' (StepDescription: Whisk-Whisk the egg mixture in the bowl)']
1399.184,1566.952,[' (StepDescription: Heat-Heat 2 tbsp oil in a heavy-bottomed or nonstick pan on medium heat)']
1446.234,1472.225,[' (StepDescription: add-add 1/3 tsp salt to the pan)']
1591.131,1605.234,[' (StepDescription: add-add chopped onions to the pan)']
1618.304,1798.284,[' (StepDescription: Saute-Saute the onions on medium heat until they are soft and translucent)']
1800.916,1811.476,[' (StepDescription: Add-Add chilli to the pan)']
1816.246,1834.181,[' (StepDescription: Add-Add garlic to the pan)']
1844.208,1928.545,[' (StepDescription: Cook-Cook for 1 minute, mixing everything)']
1930.858,1975.851,[' (StepDescription: Add-Add 1/8 tsp of turmeric to the pan)']
1994.545,2003.452,[' (StepDescription: Add-Add tomatoes to the pan)']
2022.129,2058.365,[' (StepDescription: Cook-Cook covered for 1 minute or until the tomatoes soften)']
2071.712,2131.245,[' (StepDescription: pour-Slowly pour the whisked eggs into the pan)']
2133.157,2306.515,[' (StepDescription: mixing-Keep mixing with a spatula for 3 minutes or until the eggs are almost cooked)']
2319.394,2446.561,[' (StepDescription: Garnish-Garnish with 1 tbsp chopped cilantro and serve)']
