2.023,36.569,"6 Measure-Measure 12 ounces of cold water"
39.509,67.788,"2 Place-Place the dripper on top of a coffee mug"
73.547,105.24199999999999,"3 Prepare-Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle"
112.02799999999999,209.063,"1 Weigh-Weigh the coffee beans (8oz-12 oz"
213.837,244.414,"9 transfer-transfer water to a kettle"
249.266,257.677,"4 Place-Place the paper filter in the dripper"
257.895,269.576,"7 spread-spread open filter in dripper to create a cone"
279.291,386.205,"5 Grind-Grind the coffee beans until the coffee grounds are the consistency of coarse sand, about 20 seconds"
386.767,536.333,"10 Boil-Boil the water. (While the water is boiling, assemble the filter cone"
481.303,598.517,"8 Transfer-Transfer the grounds to the filter cone"
603.51,652.332,"11 check-Once the water has boiled, check the temperature of the water. (The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly."
658.345,669.433,"12 Pour-Pour a small amount of water into the filter to wet the grounds"
669.893,730.04,"13 Wait-Wait about 30 seconds for the coffee to bloom. (You will see small bubbles or foam on the coffee grounds during this step."
733.66,773.438,"14 pour-Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter"
785.8886415874538,821.138,"15 drain-Let the coffee drain completely into the mug before removing the dripper"
823.19,853.478,"16 Discard-Discard the paper filter and coffee grounds"
2.023,36.569,"6 Measure-Measure 12 ounces of cold water"
39.509,67.788,"2 Place-Place the dripper on top of a coffee mug"
73.547,105.24199999999999,"3 Prepare-Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle"
112.02799999999999,209.063,"1 Weigh-Weigh the coffee beans (8oz-12 oz"
213.837,244.414,"9 transfer-transfer water to a kettle"
249.266,257.677,"4 Place-Place the paper filter in the dripper"
257.895,269.576,"7 spread-spread open filter in dripper to create a cone"
279.291,386.205,"5 Grind-Grind the coffee beans until the coffee grounds are the consistency of coarse sand, about 20 seconds"
386.767,536.333,"10 Boil-Boil the water. (While the water is boiling, assemble the filter cone"
481.303,598.517,"8 Transfer-Transfer the grounds to the filter cone"
603.51,652.332,"11 check-Once the water has boiled, check the temperature of the water. (The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly."
658.345,669.433,"12 Pour-Pour a small amount of water into the filter to wet the grounds"
669.893,730.04,"13 Wait-Wait about 30 seconds for the coffee to bloom. (You will see small bubbles or foam on the coffee grounds during this step."
733.66,773.438,"14 pour-Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter"
785.8886415874538,821.138,"15 drain-Let the coffee drain completely into the mug before removing the dripper"
823.19,853.478,"16 Discard-Discard the paper filter and coffee grounds"
2.023,36.569,"6 Measure-Measure 12 ounces of cold water"
39.509,67.788,"2 Place-Place the dripper on top of a coffee mug"
73.547,105.24199999999999,"3 Prepare-Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle"
112.02799999999999,209.063,"1 Weigh-Weigh the coffee beans (8oz-12 oz"
213.837,244.414,"9 transfer-transfer water to a kettle"
249.266,257.677,"4 Place-Place the paper filter in the dripper"
257.895,269.576,"7 spread-spread open filter in dripper to create a cone"
279.291,386.205,"5 Grind-Grind the coffee beans until the coffee grounds are the consistency of coarse sand, about 20 seconds"
386.767,536.333,"10 Boil-Boil the water. (While the water is boiling, assemble the filter cone"
481.303,598.517,"8 Transfer-Transfer the grounds to the filter cone"
603.51,652.332,"11 check-Once the water has boiled, check the temperature of the water. (The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly."
658.345,669.433,"12 Pour-Pour a small amount of water into the filter to wet the grounds"
669.893,730.04,"13 Wait-Wait about 30 seconds for the coffee to bloom. (You will see small bubbles or foam on the coffee grounds during this step."
733.66,773.438,"14 pour-Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter"
785.8886415874538,821.138,"15 drain-Let the coffee drain completely into the mug before removing the dripper"
823.19,853.478,"16 Discard-Discard the paper filter and coffee grounds"
