3.83807887910085,133.5651449927096,[' (StepDescription: Measure and add-1/4 tsp baking powder to the bowl)']
135.635,180.38970731773998,[' (StepDescription: Measure and add-Measure and add 2 tbsp flour to the mixing bowl)']
182.924,254.08082179647627,[' (StepDescription: Measure and add-1.5 tbsp sugar to the mixing bowl)']
262.5245953304982,306.652,[' (ErrorTag:Preparation Error, ErrorDescription:Used wrong shaped mug), (StepDescription: Place-Place the paper cupcake liner inside the mug) (StepDescription: Place-Place the paper cupcake liner inside the mug)']
312.41962075880923,373.82888282442286,[' (StepDescription: Measure and add-a pinch of salt to the mixing bowl)']
387.6459667891859,425.0326302311814,[' (StepDescription: Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl)']
425.3360934383702,477,[' (StepDescription: Measure and add-Measure and add 2 tsp vegetable oil to the bowl)']
484.36555454252726,543.4719692806804,[' (StepDescription: Measure and add-1/4 tsp vanilla extract to the bowl)']
547.3100481597812,611.7897733286756,[' (StepDescription: Measure and add-2 tbsp water to the bowl)']
613.3250048803159,683.41,[' (StepDescription: Whisk-Whisk batter until no lumps remain)']
684.318,757.6367707345079,[' (StepDescription: Pour-Pour batter into prepared mug)']
762.242465389429,912.2497507654472,[' (StepDescription: Microwave-Microwave the mug and batter on high power for 60 seconds. Check if the cake is done by inserting and toothpick into the center of the cake and then removing it. If wet batter clings to the toothpick, microwave for an additional 5 seconds. If the toothpick comes out clean, continue)']
917.3008521051033,931.8855518456866,[' (StepDescription: Invert-Invert the mug to release the cake onto a plate)']
932.0084470834234,963.0500801641513,[' (StepDescription: Allow-Allow to cool until it is no longer hot to the touch)']
963.139011260131,971.2270604102363,[' (ErrorTag:Other, ErrorDescription:Flipped the cake after removing the paper liner), (StepDescription: remove-then carefully remove the paper liner) (StepDescription: remove-then carefully remove the paper liner)']
980.2453457223571,1107.6695645085053,[' (StepDescription: Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag)']
1109.9724118359659,1156.7969741609963,[' (StepDescription: seal-seal zip top bag, removing as much air as possible)']
1158.3322057126368,1182.8959105388822,[' (StepDescription: cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter)']
1190.572068297084,1255.051793465978,[' (StepDescription: Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake)']
