3.5251930953664266,41.46574633392064,[' (ErrorTag:Preparation Error, ErrorDescription:Measure and add-Measure and add 2 tbsp flour to the mixing bowl (without cleaning bowl first)), (StepDescription: Measure and add-Measure and add 2 tbsp flour to the mixing bowl), (StepModifiedDescription: Measure and add-Measure and add 2 tbsp flour to the mixing bowl (without cleaning bowl first))']
54.815200251189715,91.35054781424193,[' (ErrorTag:Technique Error, ErrorDescription:Measure and add-1.5 tbsp salt to the mixing bowl), (StepDescription: Measure and add-1.5 tbsp sugar to the mixing bowl), (StepModifiedDescription: Measure and add-1.5 tbsp salt to the mixing bowl)']
92.75575348974394,122.96767551303711,[' (ErrorTag:Technique Error, ErrorDescription:Measure and add-a pinch of sugar to the mixing bowl), (StepDescription: Measure and add-a pinch of salt to the mixing bowl), (StepModifiedDescription: Measure and add-a pinch of sugar to the mixing bowl)']
167.93425712910138,211.49563306966363,[' (StepDescription: Whisk-Whisk to combine mixture of flour, sugar and baking powder in the bowl)']
222.03467563592866,278.242902656009,[' (ErrorTag:Measurement Error, ErrorDescription:Measure and add-1/2 tsp vanilla extract to the bowl), (StepDescription: Measure and add-1/4 tsp vanilla extract to the bowl), (StepModifiedDescription: Measure and add-1/2 tsp vanilla extract to the bowl)']
286.674136709021,343.58496656685236,[' (ErrorTag:Technique Error, ErrorDescription:Measure and add-2 tbsp milk to the bowl), (StepDescription: Measure and add-2 tbsp water to the bowl), (StepModifiedDescription: Measure and add-2 tbsp milk to the bowl)']
344.27142071354314,387.19710837233066,[' (StepDescription: Place-Place the paper cupcake liner inside the mug)']
386.361,391.735012441214,[' (StepDescription: Set-Set aside the lined mug)']
399.7931935869327,430.00511561022586,[' (ErrorTag:Technique Error, ErrorDescription:Measure and add-Measure and add 2 tsp olive oil to the bowl), (StepDescription: Measure and add-Measure and add 2 tsp vegetable oil to the bowl), (StepModifiedDescription: Measure and add-Measure and add 2 tsp olive oil to the bowl)']
447.57018655400094,498.15759087207323,[' (ErrorTag:Technique Error, ErrorDescription:Whisk-Whisk batter with a spoon until no lumps remain), (StepDescription: Whisk-Whisk batter until no lumps remain), (StepModifiedDescription: Whisk-Whisk batter with a spoon until no lumps remain)']
518.5330731668524,580.3621228889407,[' (ErrorTag:Temperature Error, ErrorDescription:NULL), (StepDescription: Pour-Pour batter into prepared mug), (StepModifiedDescription: Pour-Pour batter into prepared mug)']
599.3323995082178,627.4365130182581,[' (ErrorTag:Preparation Error, ErrorDescription:Invert-Invert the mug to release the cake onto a bowl), (StepDescription: Invert-Invert the mug to release the cake onto a plate), (StepModifiedDescription: Invert-Invert the mug to release the cake onto a bowl)']
635.8677470712701,649.9198038262901,[' (ErrorTag:Technique Error, ErrorDescription:remove- remove the paper liner by pulling strongly (not carefully)), (StepDescription: remove-then carefully remove the paper liner), (StepModifiedDescription: remove- remove the paper liner by pulling strongly (not carefully))']
659.7562435548042,751.0946124624347,[' (ErrorTag:Measurement Error, ErrorDescription:Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 2 spoonfuls of chocolate frosting into a polythene ), (ErrorTag:Technique Error, ErrorDescription:Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 2 spoonfuls of chocolate frosting into a polythene ), (StepDescription: Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 4 spoonfuls of chocolate frosting into a zip-top bag), (StepModifiedDescription: Scoop-While the cake is cooling, prepare to pipe the frosting. Scoop 2 spoonfuls of chocolate frosting into a polythene )']
752.9855286166986,786.0747765469721,[' (ErrorTag:Technique Error, ErrorDescription:cut-Use knife to cut one corner from the bag to create a small opening 1/4 inch in diameter), (StepDescription: cut-Use scissors to cut one corner from the bag to create a small opening 1/4 inch in diameter), (StepModifiedDescription: cut-Use knife to cut one corner from the bag to create a small opening 1/4 inch in diameter)']
787.44,866.3214778535994,[' (ErrorTag:Technique Error, ErrorDescription:Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the bowl in a square around the base of the cake), (StepDescription: Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake), (StepModifiedDescription: Squeeze-Squeeze the frosting through the opening to apply small dollops of frosting to the bowl in a square around the base of the cake)']
