0,114.769,[' (StepDescription: whisk-In a mixing bowl, whisk 1 cup of chilled curd until smooth. Use fresh homemade or packaged curd)']
163.156,198.492,[' (StepDescription: Add-1/2 teaspoon of chaat masala powder to the bowl)']
204.254,222.619,[' (StepDescription: Add-1/4 teaspoon of red chilli powder to the bowl)']
232.93099999999998,262.035,[' (StepDescription: Rinse-Rinse 1 medium sized cucumber)']
262.035,389.492,[' (StepDescription: add-add 1 tablespoon of chopped cilantro leaves to the bowl)']
395.682,467.097,[' (StepDescription: peel-peel the cucumber)']
515.039,533.914,[' (StepDescription: Add-1/4 teaspoon salt to the bowl)']
592.502,985.951633,[' (StepDescription: Add-Add the chopped or grated cucumber to the whisked curd)']
628.588,682.372,[' (StepDescription: Add-Add 1 teaspoon of cumin powder to the bowl)']
683.765,705.202,[' (StepDescription: Combine-Combine all the ingredients in the bowl)']
533.914,592.502,[' (StepDescription: chop or grate-chop or grate the cucumber)']
