3.008,217.49099999999999,[' (StepDescription: Spiralize-Spiralize 1 medium zucchini into thin noodles using a spiralizer)']
222.478,326.796,[' (StepDescription: Peel-Peel 1 garlic cloves)']
331.889,384.465,[' (StepDescription: Heat-Heat a large pan on medium heat)']
384.43,465.06,[' (StepDescription: Melt-Melt 1 tablespoons of softened butter)']
474.501,577.497,[' (StepDescription: Add-Add 1 large minced garlic cloves to the pan)']
578.417,610.862,[' (StepDescription: Cook-Cook garlic until fragrant (about 1 minutes). Be careful not to burn garlic)']
611.256,630.267,[' (StepDescription: Add-Add the zucchini noodles)']
635.216,668.241,[' (StepDescription: season-pepper to taste)']
668.03,692.262,[' (StepDescription: season-season with salt)']
693.451,747.467,[' (StepDescription: Add-1/6 cup grated parmesan cheese)']
753.699,863.275,[' (StepDescription: Cook-Cook for 2 minutes or until the zoodles are done)']
863.46,866.449,[' (StepDescription: Remove-Remove from heat)']
