0,25.454,[' (ErrorTag:Preparation Error, ErrorDescription:Use a plate instead of cutting board. ), (StepDescription: Place-Place 8-inch flour tortilla on cutting board), (StepModifiedDescription:  Place-Place 8-inch flour tortilla on a plate)']
34.568,48.547,[' (ErrorTag:Technique Error, ErrorDescription:Use a kitchen knife instead of a buttering knife (might cut the tortilla)), (StepDescription: Clean-Clean the knife by wiping it with a paper towel), (StepModifiedDescription: Clean-Clean the kitchen knife by wiping it with a paper towel)']
53.565,73.351,[' (ErrorTag:Technique Error, ErrorDescription:Might have cut the jelly bottle with knife), (StepDescription: scoop-Use the knife to scoop jelly from the jar), (StepModifiedDescription: scoop-Use the knife to scoop jelly from the jar (pierce the jar accidently))']
74.18299999999999,97.221,[' (StepDescription: Spread-Spread jelly over the nut butter)']
104.28999999999999,109.432,[' (StepDescription: Clean-Clean the knife by wiping with a paper towel)']
121.335,147.285,[' (ErrorTag:Technique Error, ErrorDescription:Roll it tightly - The jelly spills out), (StepDescription: Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks), (StepModifiedDescription: Roll-Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it very tight.)']
171.001,207.707,[' (ErrorTag:Technique Error, ErrorDescription:The toothpicks are inserted at random places (not 1 inch apart)), (StepDescription: Secure-Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart), (StepModifiedDescription: Secure-Secure the rolled tortilla by inserting 5 toothpicks.)']
214.143,224.797,[' (ErrorTag:Technique Error, ErrorDescription:No margins are left. The last pinwheels will be very small and toothpicks will be at the ends), (StepDescription: Trim-Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll), (StepModifiedDescription: Trim-Trim the ends of the tortilla roll with the butter knife at the last toothpick)']
235.448,248.865,[' (ErrorTag:Technique Error, ErrorDescription:Use a scissor instead of floss), (StepDescription: pull-pull the floss ends in opposite directions to slice), (StepModifiedDescription: Slice the pinwheels using a scissor)']
249.033,254.26,[' (ErrorTag:Technique Error, ErrorDescription:Use a scissor instead of floss), (StepDescription: slicing-Continue slicing with floss to create 1 more pinwheel), (StepModifiedDescription: Continue cutting with scissors to create 1 more pinwheel)']
255.071,257.903,[' (ErrorTag:Technique Error, ErrorDescription:Use a scissor instead of floss), (StepDescription: slicing-Continue slicing with floss to create 1 more pinwheel), (StepModifiedDescription: Continue cutting with scissors to create 1 more pinwheel)']
259.037,263.046,[' (ErrorTag:Technique Error, ErrorDescription:Use a scissor instead of floss), (StepDescription: slicing-Continue slicing with floss to create 1 more pinwheel), (StepModifiedDescription: Continue cutting with scissors to create 1 more pinwheel)']
278.199,284.237,[' (StepDescription: Place-Place the pinwheels on a plate)']
