3.926,249.318,"2 Peel-Peel 4 large garlic cloves"
250.7,277.871,"4 Take-Take 1 tomato"
278.653,536.32,"5 mince-mince the garlic"
537.02,608.146,"9 Chop-Chop tomato roughly (anysize chunks are fine"
628.28,838.184,"14 puree-puree tomatoes without any water in a blender/mixer"
842.032,1017.032,"1 Heat-Heat 3 tbsp oil in a pan over medium heat"
1028.728,1079.062,"6 Add-1/2 tsp cumin seeds to the pan"
1087.325,1110.353,"3 Add-Add 1/4 tsp mustard to the pan"
1515.27,1534.73,"7 add-When mustard and cumin seeds begin to sizzle, add minced garlic"
1541.398,1544.781,"8 Lower-Lower the heat"
1546.357,1703.162,"10 Saute-Saute the garlic for 2-3 minutes"
1664.565,1766.517,"11 Add-Add 2 tbsp red chili powder to the pan"
1773.373,1821.734,"12 mix-mix well contents of the pan"
1822.789,1837.206,"15 Add-Add tomato puree to the pan"
1869.581,1901.957,"13 Add-1/2 tsp salt to the pan"
1838.499,1928.11,"16 Mix-Mix well tomato puree with contents in the pan"
1940.29,2247.665,"17 simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
2252.332,2257.028,"18 Take-Take the pan off the heat"
2261.959,2315.628,"19 Transfer-Transfer it to a serving bowl"
3.926,249.318,"2 Peel-Peel 4 large garlic cloves"
250.7,277.871,"4 Take-Take 1 tomato"
278.653,536.32,"5 mince-mince the garlic"
537.02,608.146,"9 Chop-Chop tomato roughly (anysize chunks are fine"
628.28,838.184,"14 puree-puree tomatoes without any water in a blender/mixer"
842.032,1017.032,"1 Heat-Heat 3 tbsp oil in a pan over medium heat"
1028.728,1079.062,"6 Add-1/2 tsp cumin seeds to the pan"
1087.325,1110.353,"3 Add-Add 1/4 tsp mustard to the pan"
1515.27,1534.73,"7 add-When mustard and cumin seeds begin to sizzle, add minced garlic"
1541.398,1544.781,"8 Lower-Lower the heat"
1546.357,1703.162,"10 Saute-Saute the garlic for 2-3 minutes"
1664.565,1766.517,"11 Add-Add 2 tbsp red chili powder to the pan"
1773.373,1821.734,"12 mix-mix well contents of the pan"
1822.789,1837.206,"15 Add-Add tomato puree to the pan"
1869.581,1901.957,"13 Add-1/2 tsp salt to the pan"
1838.499,1928.11,"16 Mix-Mix well tomato puree with contents in the pan"
1940.29,2247.665,"17 simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
2252.332,2257.028,"18 Take-Take the pan off the heat"
2261.959,2315.628,"19 Transfer-Transfer it to a serving bowl"
3.926,249.318,"2 Peel-Peel 4 large garlic cloves"
250.7,277.871,"4 Take-Take 1 tomato"
278.653,536.32,"5 mince-mince the garlic"
537.02,608.146,"9 Chop-Chop tomato roughly (anysize chunks are fine"
628.28,838.184,"14 puree-puree tomatoes without any water in a blender/mixer"
842.032,1017.032,"1 Heat-Heat 3 tbsp oil in a pan over medium heat"
1028.728,1079.062,"6 Add-1/2 tsp cumin seeds to the pan"
1087.325,1110.353,"3 Add-Add 1/4 tsp mustard to the pan"
1515.27,1534.73,"7 add-When mustard and cumin seeds begin to sizzle, add minced garlic"
1541.398,1544.781,"8 Lower-Lower the heat"
1546.357,1703.162,"10 Saute-Saute the garlic for 2-3 minutes"
1664.565,1766.517,"11 Add-Add 2 tbsp red chili powder to the pan"
1773.373,1821.734,"12 mix-mix well contents of the pan"
1822.789,1837.206,"15 Add-Add tomato puree to the pan"
1869.581,1901.957,"13 Add-1/2 tsp salt to the pan"
1838.499,1928.11,"16 Mix-Mix well tomato puree with contents in the pan"
1940.29,2247.665,"17 simmer-Allow the mixture to simmer over low heat for 5 minutes or until the mixture becomes thick"
2252.332,2257.028,"18 Take-Take the pan off the heat"
2261.959,2315.628,"19 Transfer-Transfer it to a serving bowl"
