4.78795726910828,100.54710265127389,"1 Preparation Error, ErrorDescription"
119.698931727707,149.38426679617834,"2 Roll-Roll the butter around in the cup to coat it"
151.29944970382167,184.8151505875796,"3 whisk-In the mug, whisk one egg with a fork until well blended"
192.47588221815286,219.28844292515925,"5 Add-Add 1/4 teaspoon vanilla extract to the mug"
238.44027200159235,257.59210107802545,"4 Sprinkle-Sprinkle 1/4 teaspoon cinnamon over the egg"
257.5921010780255,273.87115579299365,"6 stir-stir the mug"
333.24182592993634,396.44286188216563,"7 Preparation Error, ErrorDescription"
398.3580447898089,435.7041114888535,"8 add-add bread pieces to the egg mixture in the mug, pressing the bread down into the egg"
433.7889285812102,552.5302688550955,"9 Microwave-Microwave on high for 90 seconds until the egg is cooked through"
573.597280839172,583.1731953773885,"10 Put-Put the cup's contents on a plate"
581.2580124697452,599.4522500923566,"11 cut-cut the contents on plate, and serve"
