11.881362556244126,73.53600068594338,[' (StepDescription: Slice-Slice two 1/2 inch thick rounds from a baguette (slice slanted))']
76.73290784822407,132.45043267654486,[' (StepDescription: add-1/4 tsp salt to a bowl)']
145.69476234885065,338.8792951552416,[' (ErrorTag:Timing Error, ErrorDescription:more than 3 mins), (ErrorTag:Temperature Error, ErrorDescription:temperature too high), (ErrorTag:Technique Error, ErrorDescription:scorched), (StepDescription: Toast-Toast both sides of the slices on the pan for 2 to 3 minutes until lightly charred and crispy and transfer the slices to a plate) (StepDescription: Toast-Toast both sides of the slices on the pan for 2 to 3 minutes until lightly charred and crispy and transfer the slices to a plate)']
350.7535217579985,403.73084044722157,[' (StepDescription: add-1/8 cup shredded mozzarella to a bowl)']
406.92774760950226,467.21228266965255,[' (StepDescription: Brush-Brush 2 slices of baguette with olive oil on both sides)']
473.1493959710311,529.7803228457178,[' (StepDescription: add-1/16 cup basil to a bowl)']
531.1504259152666,632.5380530618831,[' (StepDescription: Cut-Cut 1/4 cup of cherry tomatoes into halves)']
644.8689806878231,653.0895991051162,[' (StepDescription: add-In a bowl, add the cut cherry tomatoes)']
687.342175843838,728.894833,[' (StepDescription: add-1/4 tsp pepper to a bowl)']
655.829805244214,671.3576400324346,[' (StepDescription: Combine-Combine the contents of the bowl)']
