2.6533407117834398,82.25356206528662,"9 Place-Place 5 meatballs in a Microwave-safe plate"
98.17360633598726,143.28039843630575,"4 Peel-Peel 1 garlic clove"
161.85378341878982,321.05422612579616,"2 Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl"
329.0142482611465,429.8411953089171,"1 Peel-Peel one medium onion"
435.14787673248406,451.06792100318467,"6 Cut-Cut 1/8 garlic clove"
456.37460242675155,498.82805381528664,"8 Mince-Mince 1/8 garlic clove"
504.1347352388535,525.361460933121,"3 cut-Cut onion into two pieces"
533.3214830684713,665.9885186576433,"7 Cut-Cut 1/4 medium carrot into short, thin strips"
663.3351779458599,727.0153550286625,"5 Slice-Slice 1/8 medium onion"
727.0153550286624,803.9622356703823,"10 Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder."
806.6155763821656,841.1090056353504,"11 Pour-Pour the sauces over the meatballs"
1201.963342437898,1239.1101124028662,"15 Stir-Stir the contents in the microwave with a spoon"
1562.8176792404458,1602.6177899171973,"15 Stir-Stir the contents in the microwave with a spoon"
1597.3111084936306,1653.0312634410827,"16 Microwave-Microwave for 1 more minute"
2.6533407117834398,82.25356206528662,"9 Place-Place 5 meatballs in a Microwave-safe plate"
98.17360633598726,143.28039843630575,"4 Peel-Peel 1 garlic clove"
161.85378341878982,321.05422612579616,"2 Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl"
329.0142482611465,429.8411953089171,"1 Peel-Peel one medium onion"
435.14787673248406,451.06792100318467,"6 Cut-Cut 1/8 garlic clove"
456.37460242675155,498.82805381528664,"8 Mince-Mince 1/8 garlic clove"
504.1347352388535,525.361460933121,"3 cut-Cut onion into two pieces"
533.3214830684713,665.9885186576433,"7 Cut-Cut 1/4 medium carrot into short, thin strips"
663.3351779458599,727.0153550286625,"5 Slice-Slice 1/8 medium onion"
727.0153550286624,803.9622356703823,"10 Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder."
806.6155763821656,841.1090056353504,"11 Pour-Pour the sauces over the meatballs"
1201.963342437898,1239.1101124028662,"15 Stir-Stir the contents in the microwave with a spoon"
1562.8176792404458,1602.6177899171973,"15 Stir-Stir the contents in the microwave with a spoon"
1597.3111084936306,1653.0312634410827,"16 Microwave-Microwave for 1 more minute"
2.6533407117834398,82.25356206528662,"9 Place-Place 5 meatballs in a Microwave-safe plate"
98.17360633598726,143.28039843630575,"4 Peel-Peel 1 garlic clove"
161.85378341878982,321.05422612579616,"2 Mix-Mix 1/4 cup sweet-and-sour sauce and 1/2 teaspoon soy sauce in a small bowl"
329.0142482611465,429.8411953089171,"1 Peel-Peel one medium onion"
435.14787673248406,451.06792100318467,"6 Cut-Cut 1/8 garlic clove"
456.37460242675155,498.82805381528664,"8 Mince-Mince 1/8 garlic clove"
504.1347352388535,525.361460933121,"3 cut-Cut onion into two pieces"
533.3214830684713,665.9885186576433,"7 Cut-Cut 1/4 medium carrot into short, thin strips"
663.3351779458599,727.0153550286625,"5 Slice-Slice 1/8 medium onion"
727.0153550286624,803.9622356703823,"10 Top-Top the plate with the carrots, onion, garlic and 1/4 tsp pepper powder."
806.6155763821656,841.1090056353504,"11 Pour-Pour the sauces over the meatballs"
1201.963342437898,1239.1101124028662,"15 Stir-Stir the contents in the microwave with a spoon"
1562.8176792404458,1602.6177899171973,"15 Stir-Stir the contents in the microwave with a spoon"
1597.3111084936306,1653.0312634410827,"16 Microwave-Microwave for 1 more minute"
