0.697,75.848,"3 Rinse-Rinse 3 mushrooms under cold water"
76.885,109.84700000000001,"4 pat-pat rinsed mushrooms dry with a paper towel"
110.41375139184875,129.753,"5 Pull-Pull out mushroom stems"
135.054,308.695,"6 Slice-Slice the mushrooms"
344.658,545.091,"1 Peel-Peel 2 garlic cloves"
547.185,715.222,"7 Chop-Chop 1 shallot"
719.203,860.372,"2 mince-mince garlic cloves"
870.523,970.183,"8 Heat-Heat 1 tbsp olive oil in a large skillet over medium-high heat"
1000.39,1040.032,"9 add-Once the pan is hot, add the mushrooms"
1041.012,1354.785,"10 cook-cook for 3-5 minutes, stirring often, until mushrooms start to soften and brown"
1355.589,1379.2,"11 Add-Add chopped shallot to the pan"
1380.86,1490.03,"15 cook-cook the pan, often stirring, for 1 minute"
1496.464,1524.973,"14 Add-1/4 tbsp balsamic vinegar to the pan"
1547.294,1558.879,"13 Add-Add 2 cloves of minced garlic to the pan"
1560.256,1636.218,"15 cook-cook the pan, often stirring, for 1 minute"
1639.709,1705.784,"16 Season-pepper on pan to taste"
1732.595,1781.727,"17 Season-Season pan with salt"
1834.274,1891.387,"18 Transfer-Transfer the contents of the pan to a serving dish"
