21.642257492140267,83.979,[' (ErrorTag:Measurement Error, ErrorDescription:Added more), (StepDescription: Measure-Measure 2 cups of frozen corn), (StepModifiedDescription: Measure-Measure 3 cups of frozen corn)']
95.68155943893592,133.489,[' (ErrorTag:Temperature Error, ErrorDescription:Used hot water instead of cold water), (StepDescription: Thaw-Thaw the frozen corn by putting it in a sieve and running it under cold water), (StepModifiedDescription: Thaw-Thaw the frozen corn by putting it in a sieve and running it under hot water)']
157.7606664558646,174.859,[' (StepDescription: Add-Add the corn into a microwave-safe bowl)']
182.8201224993954,218.21,[' (ErrorTag:Timing Error, ErrorDescription:Microwaved too quickly), (StepDescription: Microwave-Microwave the corn for 2 minutes), (StepModifiedDescription: Microwave-Microwave the corn for 30 seconds)']
231.2304353107618,238.6343655054414,[' (ErrorTag:Technique Error, ErrorDescription:Spill), (StepDescription: Add-1 teaspoon of pepper powder to the bowl), (StepModifiedDescription: Add-1 teaspoon of pepper powder to the bowl but spill)']
248.3164280677146,257.137,[' (ErrorTag:Preparation Error, ErrorDescription:Do not stir enough), (StepDescription: stir-then stir the bowl), (StepModifiedDescription: stir-then stir the bowl for 5 seconds)']
263.6938215489722,394.14300000000003,[' (ErrorTag:Timing Error, ErrorDescription:Undercooked), (StepDescription: Microwave-Microwave the corn for 3 more minutes), (StepModifiedDescription: Microwave-Microwave the corn for 2 more minutes)']
420.31542182103993,436.719,[' (StepDescription: Extract-Extract lime juice from 1/3 lime)']
443.096745496977,451.07,[' (StepDescription: add-add lime juice to the bowl)']
453.91787424304715,465.8780691729142,[' (ErrorTag:Preparation Error, ErrorDescription:Mix for very little time), (StepDescription: Mix-Mix the contents of the bowl well), (StepModifiedDescription: Mix-Mix the contents of the bowl for 5 seconds)']
