35.91887323943662,55.075605633802816,[' (StepDescription: Measure-Measure 2 cups of frozen corn)']
80.61791549295774,126.11515492957747,[' (StepDescription: Thaw-Thaw the frozen corn by putting it in a sieve and running it under cold water)']
129.30794366197185,147.66647887323944,[' (StepDescription: Add-Add the corn into a microwave-safe bowl)']
154.05205633802817,284.9563943661972,[' (StepDescription: Microwave-Microwave the corn for 2 minutes)']
330.4536338028169,345.61938028169016,[' (StepDescription: Add-1 teaspoon of pepper powder to the bowl)']
358.3905352112676,370.3634929577465,[' (StepDescription: Add-Add 1 teaspoon of softened butter)']
374.35447887323943,399.8967887323944,[' (StepDescription: stir-then stir the bowl)']
405.48416901408456,597.849690140845,[' (StepDescription: Microwave-Microwave the corn for 3 more minutes)']
666.4946478873239,677.871,[' (StepDescription: add-add lime juice to the bowl)']
704.0099154929578,715.184676056338,[' (StepDescription: Add-Add 1 teaspoon salt to the bowl)']
719.9738591549295,734.3414084507042,[' (StepDescription: Mix-Mix the contents of the bowl well)']
