0,71.208,[' (StepDescription: Take-Take a tomato)']
74.325,139.666,[" (ErrorTag:Preparation Error, ErrorDescription:Didn't measure the Cilantro.), (StepDescription: Chop-Chop 2 tbsp cilantro), (StepModifiedDescription: Chop-Chop cilantro.)"]
146.66,159.53300000000002,[' (StepDescription: Cut-Cut tomato into two pieces)']
163.211,200.855,[' (StepDescription: crack-crack one egg in a bowl)']
212.583,228.605,[' (StepDescription: add-add the chopped cilantro to the bowl)']
265.347,296.39,[' (StepDescription: add-1/2 tsp ground black pepper to the bowl)']
311.688,371.317,[' (StepDescription: Beat-Beat the contents of the bowl)']
375.5,444.541,[' (StepDescription: Heat-Heat 1 tbsp oil in a small non-stick frying pan)']
447.75,792.031,[' (StepDescription: cook-cook the tomatoes cut-side down until they start to soften and colour)']
794.993,801.095,[' (StepDescription: Scoop-Scoop the tomatoes from the pan)']
794.993,801.095,[' (StepDescription: put-put tomatoes on a serving plate)']
842.333,856.351,[' (StepDescription: Pour-Pour the egg mixture into the pan)']
860.446,967.43,[' (ErrorTag:Technique Error, ErrorDescription:The egg cooked so fast and.not able to stir properly.), (StepDescription: stir-stir gently with a wooden spoon so the egg that sets on the base of the pan moves to enable the uncooked egg to flow into the space), (StepModifiedDescription: stir-stir gently with a wooden spoon so the egg that sets on the base of the pan moves to enable the uncooked egg to flow into the space)']
973.23,994.75,[" (StepDescription: Stop-Stop stirring when it's nearly cooked to allow it to set into an omelette)"]
994.75,1005.069,[' (StepDescription: Transfer-Transfer omelette to the plate and serve with the tomatoes)']
